panel,q,gamma,saturation_chi,attack_reduction_fraction,tau,output_species,variance_change_percent
1,0.4,0.05,0.0,0.1,0.037824899063893844,1,-4.897321422180745
1,0.4,0.05,0.0,0.1,0.039810717055349734,1,-4.905413347533494
1,0.4,0.05,0.0,0.1,0.04190079105786669,1,-4.913913071730914
1,0.4,0.05,0.0,0.1,0.04410059454176737,1,-4.922840214584589
1,0.4,0.05,0.0,0.1,0.046415888336127795,1,-4.932215240445014
1,0.4,0.05,0.0,0.1,0.04885273571519389,1,-4.942059483733196
1,0.4,0.05,0.0,0.1,0.051417518276839255,1,-4.952395173973889
1,0.4,0.05,0.0,0.1,0.054116952654646375,1,-4.963245460136023
1,0.4,0.05,0.0,0.1,0.056958108107376865,1,-4.97463443406112
1,0.4,0.05,0.0,0.1,0.05994842503189409,1,-4.986587152735556
1,0.4,0.05,0.0,0.1,0.06309573444801933,1,-4.999129659132784
1,0.4,0.05,0.0,0.1,0.06640827850634841,1,-5.012289001323344
1,0.4,0.05,0.0,0.1,0.06989473207273486,1,-5.026093249515506
1,0.4,0.05,0.0,0.1,0.07356422544596414,1,-5.040571510655967
1,0.4,0.05,0.0,0.1,0.0774263682681127,1,-5.0557539401807405
1,0.4,0.05,0.0,0.1,0.08149127469020745,1,-5.071671750468221
1,0.4,0.05,0.0,0.1,0.08576958985908942,1,-5.08835721550096
1,0.4,0.05,0.0,0.1,0.09027251779484574,1,-5.105843671200249
1,0.4,0.05,0.0,0.1,0.0950118507318144,1,-5.124165510847655
1,0.4,0.05,0.0,0.1,0.1,1,-5.143358174959268
1,0.4,0.05,0.0,0.1,0.10525002852777329,1,-5.16345813492528
1,0.4,0.05,0.0,0.1,0.11077568505097089,1,-5.184502869673791
1,0.4,0.05,0.0,0.1,0.11659144011798317,1,-5.206530834562717
1,0.4,0.05,0.0,0.1,0.122712523985119,1,-5.229581421645413
1,0.4,0.05,0.0,0.1,0.1291549665014884,1,-5.253694910399542
1,0.4,0.05,0.0,0.1,0.13593563908785256,1,-5.278912407950587
1,0.4,0.05,0.0,0.1,0.14307229891937576,1,-5.305275777763829
1,0.4,0.05,0.0,0.1,0.15058363542798409,1,-5.332827555724462
1,0.4,0.05,0.0,0.1,0.15848931924611134,1,-5.361610852471399
1,0.4,0.05,0.0,0.1,0.16681005372000587,1,-5.391669240802177
1,0.4,0.05,0.0,0.1,0.17556762912750015,1,-5.423046626921712
1,0.4,0.05,0.0,0.1,0.18478497974222913,1,-5.455787104270982
1,0.4,0.05,0.0,0.1,0.1944862438937362,1,-5.4899347886423815
1,0.4,0.05,0.0,0.1,0.2046968271807521,1,-5.525533633270396
1,0.4,0.05,0.0,0.1,0.2154434690031884,1,-5.562627222580585
1,0.4,0.05,0.0,0.1,0.22675431258708015,1,-5.601258543288489
1,0.4,0.05,0.0,0.1,0.2386589786858581,1,-5.641469731567872
1,0.4,0.05,0.0,0.1,0.251188643150958,1,-5.683301795054252
1,0.4,0.05,0.0,0.1,0.26437611857491,1,-5.726794308520011
1,0.4,0.05,0.0,0.1,0.2782559402207124,1,-5.771985082155428
1,0.4,0.05,0.0,0.1,0.2928644564625237,1,-5.818909801515404
1,0.4,0.05,0.0,0.1,0.30823992397451433,1,-5.867601638352049
1,0.4,0.05,0.0,0.1,0.32442260791716304,1,-5.918090831748735
1,0.4,0.05,0.0,0.1,0.34145488738336016,1,-5.9704042392055285
1,0.4,0.05,0.0,0.1,0.35938136638046275,1,-6.024564857603442
1,0.4,0.05,0.0,0.1,0.37824899063893846,1,-6.080591314296613
1,0.4,0.05,0.0,0.1,0.39810717055349726,1,-6.138497328949654
1,0.4,0.05,0.0,0.1,0.41900791057866693,1,-6.198291147154611
1,0.4,0.05,0.0,0.1,0.4410059454176737,1,-6.259974947328606
1,0.4,0.05,0.0,0.1,0.4641588833612779,1,-6.323544222908017
1,0.4,0.05,0.0,0.1,0.4885273571519389,1,-6.388987142419533
1,0.4,0.05,0.0,0.1,0.5141751827683927,1,-6.45628389061661
1,0.4,0.05,0.0,0.1,0.5411695265464637,1,-6.52540599452206
1,0.4,0.05,0.0,0.1,0.5695810810737687,1,-6.596315638903305
1,0.4,0.05,0.0,0.1,0.599484250318941,1,-6.668964976424718
1,0.4,0.05,0.0,0.1,0.6309573444801932,1,-6.7432954384570305
1,0.4,0.05,0.0,0.1,0.6640827850634842,1,-6.819237053268923
1,0.4,0.05,0.0,0.1,0.6989473207273484,1,-6.896707779069022
1,0.4,0.05,0.0,0.1,0.7356422544596414,1,-6.975612860086966
1,0.4,0.05,0.0,0.1,0.7742636826811271,1,-7.055844214570673
1,0.4,0.05,0.0,0.1,0.8149127469020743,1,-7.137279864209878
1,0.4,0.05,0.0,0.1,0.8576958985908941,1,-7.219783415053859
1,0.4,0.05,0.0,0.1,0.9027251779484575,1,-7.303203600457653
1,0.4,0.05,0.0,0.1,0.9501185073181437,1,-7.387373896938021
1,0.4,0.05,0.0,0.1,1.0,1,-7.472112224033944
1,0.4,0.05,0.0,0.1,1.052500285277733,1,-7.557220739317893
1,0.4,0.05,0.0,0.1,1.107756850509709,1,-7.642485739583471
1,0.4,0.05,0.0,0.1,1.1659144011798317,1,-7.727677678914957
1,0.4,0.05,0.0,0.1,1.22712523985119,1,-7.812551313821247
1,0.4,0.05,0.0,0.1,1.2915496650148839,1,-7.896845984868417
1,0.4,0.05,0.0,0.1,1.3593563908785256,1,-7.980286043277673
1,0.4,0.05,0.0,0.1,1.4307229891937576,1,-8.062581429756598
1,0.4,0.05,0.0,0.1,1.5058363542798405,1,-8.143428411413012
1,0.4,0.05,0.0,0.1,1.5848931924611136,1,-8.222510480968781
1,0.4,0.05,0.0,0.1,1.6681005372000588,1,-8.29949942066447
1,0.4,0.05,0.0,0.1,1.7556762912750012,1,-8.374056531243767
1,0.4,0.05,0.0,0.1,1.847849797422291,1,-8.445834024260733
1,0.4,0.05,0.0,0.1,1.944862438937362,1,-8.514476573694251
1,0.4,0.05,0.0,0.1,2.046968271807521,1,-8.579623020521066
1,0.4,0.05,0.0,0.1,2.154434690031884,1,-8.640908221533671
1,0.4,0.05,0.0,0.1,2.2675431258708016,1,-8.6979650313334
1,0.4,0.05,0.0,0.1,2.386589786858581,1,-8.750426404132694
1,0.4,0.05,0.0,0.1,2.51188643150958,1,-8.797927599803613
1,0.4,0.05,0.0,0.1,2.6437611857490997,1,-8.840108476558072
1,0.4,0.05,0.0,0.1,2.7825594022071245,1,-8.876615850782931
1,0.4,0.05,0.0,0.1,2.9286445646252366,1,-8.907105902912516
1,0.4,0.05,0.0,0.1,3.082399239745143,1,-8.931246606840082
1,0.4,0.05,0.0,0.1,3.24422607917163,1,-8.948720159272462
1,0.4,0.05,0.0,0.1,3.4145488738336014,1,-8.959225384641334
1,0.4,0.05,0.0,0.1,3.5938136638046276,1,-8.962480090716983
1,0.4,0.05,0.0,0.1,3.782489906389384,1,-8.95822334993226
1,0.4,0.05,0.0,0.1,3.9810717055349722,1,-8.94621768162187
1,0.4,0.05,0.0,0.1,4.190079105786669,1,-8.926251110912453
1,0.4,0.05,0.0,0.1,4.4100594541767375,1,-8.898139080853918
1,0.4,0.05,0.0,0.1,4.641588833612778,1,-8.861726195551645
1,0.4,0.05,0.0,0.1,4.885273571519389,1,-8.816887773530569
1,0.4,0.05,0.0,0.1,5.141751827683927,1,-8.763531192309493
1,0.4,0.05,0.0,0.1,5.411695265464636,1,-8.701597007180817
1,0.4,0.05,0.0,0.1,5.695810810737687,1,-8.631059829439081
1,0.4,0.05,0.0,0.1,5.99484250318941,1,-8.551928951770948
1,0.4,0.05,0.0,0.1,6.309573444801933,1,-8.464248711173628
1,0.4,0.05,0.0,0.1,6.6408278506348415,1,-8.368098582587235
1,0.4,0.05,0.0,0.1,6.989473207273485,1,-8.26359299937346
1,0.4,0.05,0.0,0.1,7.3564225445964135,1,-8.150880899821534
1,0.4,0.05,0.0,0.1,7.742636826811269,1,-8.030145001972
1,0.4,0.05,0.0,0.1,8.149127469020742,1,-7.901600812187059
1,0.4,0.05,0.0,0.1,8.576958985908941,1,-7.765495376016396
1,0.4,0.05,0.0,0.1,9.027251779484576,1,-7.622105782972765
1,0.4,0.05,0.0,0.1,9.501185073181436,1,-7.471737439789228
1,0.4,0.05,0.0,0.1,10.0,1,-7.314722129536932
1,0.4,0.05,0.0,0.1,10.525002852777327,1,-7.151415876587775
1,0.4,0.05,0.0,0.1,11.077568505097092,1,-6.982196639763661
1,0.4,0.05,0.0,0.1,11.659144011798316,1,-6.807461858073149
1,0.4,0.05,0.0,0.1,12.271252398511898,1,-6.627625875159049
1,0.4,0.05,0.0,0.1,12.91549665014884,1,-6.443117269923193
1,0.4,0.05,0.0,0.1,13.593563908785255,1,-6.254376121729777
1,0.4,0.05,0.0,0.1,14.307229891937572,1,-6.061851239088623
1,0.4,0.05,0.0,0.1,15.058363542798407,1,-5.865997380773469
1,0.4,0.05,0.0,0.1,15.848931924611133,1,-5.667272497929732
1,0.4,0.05,0.0,0.1,16.68100537200059,1,-5.466135024883001
1,0.4,0.05,0.0,0.1,17.556762912750013,1,-5.263041245083211
1,0.4,0.05,0.0,0.1,18.478497974222908,1,-5.058442756949056
1,0.4,0.05,0.0,0.1,19.448624389373624,1,-4.852784062340176
1,0.4,0.05,0.0,0.1,20.46968271807521,1,-4.646500298038269
1,0.4,0.05,0.0,0.1,21.544346900318832,1,-4.440015128006502
1,0.4,0.05,0.0,0.1,22.67543125870802,1,-4.233738811392307
1,0.4,0.05,0.0,0.1,23.865897868585808,1,-4.028066458292212
1,0.4,0.05,0.0,0.1,25.118864315095795,1,-3.8233764822857785
1,0.4,0.05,0.0,0.1,26.437611857491,1,-3.6200292557250657
1,0.4,0.05,0.0,0.1,27.825594022071243,1,-3.4183659708010405
1,0.4,0.05,0.0,0.1,29.286445646252357,1,-3.2187077065637504
1,0.4,0.05,0.0,0.1,30.823992397451434,1,-3.02135469938023
1,0.4,0.05,0.0,0.1,32.4422607917163,1,-2.8265858118472265
1,0.4,0.05,0.0,0.1,34.14548873833603,1,-2.634658192940198
1,0.4,0.05,0.0,0.1,35.938136638046274,1,-2.4458071202273945
1,0.4,0.05,0.0,0.1,37.824899063893845,1,-2.2602460133083424
1,0.4,0.05,0.0,0.1,39.810717055349734,1,-2.0781666062824167
1,0.4,0.05,0.0,0.1,41.90079105786669,1,-1.899739265981537
1,0.4,0.05,0.0,0.1,44.100594541767364,1,-1.7251134419535186
1,0.4,0.05,0.0,0.1,46.4158883361278,1,-1.5544182336976742
1,0.4,0.05,0.0,0.1,48.852735715193894,1,-1.3877630604546498
1,0.4,0.05,0.0,0.1,51.41751827683925,1,-1.2252384188891963
1,0.4,0.05,0.0,0.1,54.116952654646376,1,-1.066916714264221
1,0.4,0.05,0.0,0.1,56.958108107376866,1,-0.9128531511592541
1,0.4,0.05,0.0,0.1,59.94842503189409,1,-0.7630866703988826
1,0.4,0.05,0.0,0.1,63.09573444801933,1,-0.6176409196110733
1,0.4,0.05,0.0,0.1,66.40827850634841,1,-0.4765252456846225
1,0.4,0.05,0.0,0.1,69.89473207273487,1,-0.33973569833383177
1,0.4,0.05,0.0,0.1,73.56422544596414,1,-0.20725603495405087
1,0.4,0.05,0.0,0.1,77.4263682681127,1,-0.07905871797444508
1,0.4,0.05,0.0,0.1,81.49127469020745,1,0.04489410307582098
1,0.4,0.05,0.0,0.1,85.76958985908941,1,0.16464963155915502
1,0.4,0.05,0.0,0.1,90.27251779484574,1,0.28026349157257435
1,0.4,0.05,0.0,0.1,95.01185073181439,1,0.39179882849076364
1,0.4,0.05,0.0,0.1,100.0,1,0.49932544616992924
1,0.4,0.2,0.0,0.1,0.010000000000000002,1,-4.782196695961948
1,0.4,0.2,0.0,0.1,0.010525002852777327,1,-4.784390160685437
1,0.4,0.2,0.0,0.1,0.011077568505097092,1,-4.786697172305554
1,0.4,0.2,0.0,0.1,0.011659144011798317,1,-4.789123519321592
1,0.4,0.2,0.0,0.1,0.012271252398511897,1,-4.791675275650609
1,0.4,0.2,0.0,0.1,0.01291549665014884,1,-4.794358813643019
1,0.4,0.2,0.0,0.1,0.013593563908785255,1,-4.797180817572766
1,0.4,0.2,0.0,0.1,0.014307229891937572,1,-4.800148297605533
1,0.4,0.2,0.0,0.1,0.015058363542798407,1,-4.803268604245837
1,0.4,0.2,0.0,0.1,0.015848931924611134,1,-4.806549443261565
1,0.4,0.2,0.0,0.1,0.016681005372000592,1,-4.809998891081579
1,0.4,0.2,0.0,0.1,0.017556762912750015,1,-4.813625410659073
1,0.4,0.2,0.0,0.1,0.018478497974222907,1,-4.8174378677897645
1,0.4,0.2,0.0,0.1,0.019448624389373625,1,-4.821445547868864
1,0.4,0.2,0.0,0.1,0.02046968271807521,1,-4.8256581730672155
1,0.4,0.2,0.0,0.1,0.021544346900318832,1,-4.8300859199011725
1,0.4,0.2,0.0,0.1,0.02267543125870802,1,-4.834739437163704
1,0.4,0.2,0.0,0.1,0.023865897868585808,1,-4.8396298641794395
1,0.4,0.2,0.0,0.1,0.025118864315095794,1,-4.844768849335768
1,0.4,0.2,0.0,0.1,0.026437611857490998,1,-4.850168568836255
1,0.4,0.2,0.0,0.1,0.027825594022071243,1,-4.8558417456106895
1,0.4,0.2,0.0,0.1,0.02928644564625236,1,-4.8618016683064535
1,0.4,0.2,0.0,0.1,0.030823992397451434,1,-4.868062210272761
1,0.4,0.2,0.0,0.1,0.0324422607917163,1,-4.874637848437457
1,0.4,0.2,0.0,0.1,0.034145488738336026,1,-4.881543681958156
1,0.4,0.2,0.0,0.1,0.03593813663804628,1,-4.8887954505158815
1,0.4,0.2,0.0,0.1,0.037824899063893844,1,-4.896409552099024
1,0.4,0.2,0.0,0.1,0.039810717055349734,1,-4.904403060104723
1,0.4,0.2,0.0,0.1,0.04190079105786669,1,-4.9127937395642585
1,0.4,0.2,0.0,0.1,0.04410059454176737,1,-4.921600062271169
1,0.4,0.2,0.0,0.1,0.046415888336127795,1,-4.930841220566229
1,0.4,0.2,0.0,0.1,0.04885273571519389,1,-4.9405371395013
1,0.4,0.2,0.0,0.1,0.051417518276839255,1,-4.950708487072819
1,0.4,0.2,0.0,0.1,0.054116952654646375,1,-4.961376682177754
1,0.4,0.2,0.0,0.1,0.056958108107376865,1,-4.972563899907945
1,0.4,0.2,0.0,0.1,0.05994842503189409,1,-4.984293073753254
1,0.4,0.2,0.0,0.1,0.06309573444801933,1,-4.996587894239979
1,0.4,0.2,0.0,0.1,0.06640827850634841,1,-5.00947280347911
1,0.4,0.2,0.0,0.1,0.06989473207273486,1,-5.022972985044105
1,0.4,0.2,0.0,0.1,0.07356422544596414,1,-5.037114348541561
1,0.4,0.2,0.0,0.1,0.0774263682681127,1,-5.051923508171463
1,0.4,0.2,0.0,0.1,0.08149127469020745,1,-5.06742775450959
1,0.4,0.2,0.0,0.1,0.08576958985908942,1,-5.0836550186701075
1,0.4,0.2,0.0,0.1,0.09027251779484574,1,-5.100633827930812
1,0.4,0.2,0.0,0.1,0.0950118507318144,1,-5.118393251822296
1,0.4,0.2,0.0,0.1,0.1,1,-5.136962837596504
1,0.4,0.2,0.0,0.1,0.10525002852777329,1,-5.1563725339014095
1,0.4,0.2,0.0,0.1,0.11077568505097089,1,-5.1766526013954035
1,0.4,0.2,0.0,0.1,0.11659144011798317,1,-5.197833508938765
1,0.4,0.2,0.0,0.1,0.122712523985119,1,-5.219945813903171
1,0.4,0.2,0.0,0.1,0.1291549665014884,1,-5.2430200250395576
1,0.4,0.2,0.0,0.1,0.13593563908785256,1,-5.267086446247404
1,0.4,0.2,0.0,0.1,0.14307229891937576,1,-5.2921749994917615
1,0.4,0.2,0.0,0.1,0.15058363542798409,1,-5.318315025021048
1,0.4,0.2,0.0,0.1,0.15848931924611134,1,-5.345535056954153
1,0.4,0.2,0.0,0.1,0.16681005372000587,1,-5.373862572227539
1,0.4,0.2,0.0,0.1,0.17556762912750015,1,-5.4033237108309535
1,0.4,0.2,0.0,0.1,0.18478497974222913,1,-5.433942965213923
1,0.4,0.2,0.0,0.1,0.1944862438937362,1,-5.465742836721244
1,0.4,0.2,0.0,0.1,0.2046968271807521,1,-5.498743456920774
1,0.4,0.2,0.0,0.1,0.2154434690031884,1,-5.532962171724998
1,0.4,0.2,0.0,0.1,0.22675431258708015,1,-5.568413086287771
1,0.4,0.2,0.0,0.1,0.2386589786858581,1,-5.605106568790486
1,0.4,0.2,0.0,0.1,0.251188643150958,1,-5.643048711419518
1,0.4,0.2,0.0,0.1,0.26437611857491,1,-5.682240747099987
1,0.4,0.2,0.0,0.1,0.2782559402207124,1,-5.722678420890093
1,0.4,0.2,0.0,0.1,0.2928644564625237,1,-5.764351315377237
1,0.4,0.2,0.0,0.1,0.30823992397451433,1,-5.807242129956691
1,0.4,0.2,0.0,0.1,0.32442260791716304,1,-5.851325914535788
1,0.4,0.2,0.0,0.1,0.34145488738336016,1,-5.896569259000051
1,0.4,0.2,0.0,0.1,0.35938136638046275,1,-5.942929440719147
1,0.4,0.2,0.0,0.1,0.37824899063893846,1,-5.990353533470472
1,0.4,0.2,0.0,0.1,0.39810717055349726,1,-6.038777482430424
1,0.4,0.2,0.0,0.1,0.41900791057866693,1,-6.0881251513334895
1,0.4,0.2,0.0,0.1,0.4410059454176737,1,-6.138307349537408
1,0.4,0.2,0.0,0.1,0.4641588833612779,1,-6.189220848554545
1,0.4,0.2,0.0,0.1,0.4885273571519389,1,-6.240747399618163
1,0.4,0.2,0.0,0.1,0.5141751827683927,1,-6.292752766026477
1,0.4,0.2,0.0,0.1,0.5411695265464637,1,-6.345085786334104
1,0.4,0.2,0.0,0.1,0.5695810810737687,1,-6.3975774869008735
1,0.4,0.2,0.0,0.1,0.599484250318941,1,-6.450040264823798
1,0.4,0.2,0.0,0.1,0.6309573444801932,1,-6.5022671647992025
1,0.4,0.2,0.0,0.1,0.6640827850634842,1,-6.554031275925254
1,0.4,0.2,0.0,0.1,0.6989473207273484,1,-6.60508527675484
1,0.4,0.2,0.0,0.1,0.7356422544596414,1,-6.655161158941758
1,0.4,0.2,0.0,0.1,0.7742636826811271,1,-6.703970161455198
1,0.4,0.2,0.0,0.1,0.8149127469020743,1,-6.751202948426805
1,0.4,0.2,0.0,0.1,0.8576958985908941,1,-6.796530064078798
1,0.4,0.2,0.0,0.1,0.9027251779484575,1,-6.839602697694436
1,0.4,0.2,0.0,0.1,0.9501185073181437,1,-6.880053790062535
1,0.4,0.2,0.0,0.1,1.0,1,-6.917499510092096
1,0.4,0.2,0.0,0.1,1.052500285277733,1,-6.9515411261975135
1,0.4,0.2,0.0,0.1,1.107756850509709,1,-6.981767291485319
1,0.4,0.2,0.0,0.1,1.1659144011798317,1,-7.007756754646022
1,0.4,0.2,0.0,0.1,1.22712523985119,1,-7.029081499751733
1,0.4,0.2,0.0,0.1,1.2915496650148839,1,-7.0453103079250345
1,0.4,0.2,0.0,0.1,1.3593563908785256,1,-7.056012722220528
1,0.4,0.2,0.0,0.1,1.4307229891937576,1,-7.060763384267965
1,0.4,0.2,0.0,0.1,1.5058363542798405,1,-7.059146697599328
1,0.4,0.2,0.0,0.1,1.5848931924611136,1,-7.0507617585569555
1,0.4,0.2,0.0,0.1,1.6681005372000588,1,-7.035227481780937
1,0.4,0.2,0.0,0.1,1.7556762912750012,1,-7.012187834110051
1,0.4,0.2,0.0,0.1,1.847849797422291,1,-6.981317078971405
1,0.4,0.2,0.0,0.1,1.944862438937362,1,-6.942324923662113
1,0.4,0.2,0.0,0.1,2.046968271807521,1,-6.894961455018567
1,0.4,0.2,0.0,0.1,2.154434690031884,1,-6.83902174543346
1,0.4,0.2,0.0,0.1,2.2675431258708016,1,-6.774350011518271
1,0.4,0.2,0.0,0.1,2.386589786858581,1,-6.70084321226414
1,0.4,0.2,0.0,0.1,2.51188643150958,1,-6.618453982476402
1,0.4,0.2,0.0,0.1,2.6437611857490997,1,-6.527192810474469
1,0.4,0.2,0.0,0.1,2.7825594022071245,1,-6.427129386237729
1,0.4,0.2,0.0,0.1,2.9286445646252366,1,-6.318393066796069
1,0.4,0.2,0.0,0.1,3.082399239745143,1,-6.201172428933366
1,0.4,0.2,0.0,0.1,3.24422607917163,1,-6.075713904249113
1,0.4,0.2,0.0,0.1,3.4145488738336014,1,-5.942319517238159
1,0.4,0.2,0.0,0.1,3.5938136638046276,1,-5.801343772166834
1,0.4,0.2,0.0,0.1,3.782489906389384,1,-5.653189758036115
1,0.4,0.2,0.0,0.1,3.9810717055349722,1,-5.498304561799916
1,0.4,0.2,0.0,0.1,4.190079105786669,1,-5.337174097367125
1,0.4,0.2,0.0,0.1,4.4100594541767375,1,-5.1703174710965865
1,0.4,0.2,0.0,0.1,4.641588833612778,1,-4.9982810130581035
1,0.4,0.2,0.0,0.1,4.885273571519389,1,-4.821632107107254
1,0.4,0.2,0.0,0.1,5.141751827683927,1,-4.640952951898303
1,0.4,0.2,0.0,0.1,5.411695265464636,1,-4.456834379648777
1,0.4,0.2,0.0,0.1,5.695810810737687,1,-4.269869850297459
1,0.4,0.2,0.0,0.1,5.99484250318941,1,-4.080649726331043
1,0.4,0.2,0.0,0.1,6.309573444801933,1,-3.8897559187620168
1,0.4,0.2,0.0,0.1,6.6408278506348415,1,-3.6977569783371744
1,0.4,0.2,0.0,0.1,6.989473207273485,1,-3.505203688845593
1,0.4,0.2,0.0,0.1,7.3564225445964135,1,-3.3126252021221436
1,0.4,0.2,0.0,0.1,7.742636826811269,1,-3.1205257376863194
1,0.4,0.2,0.0,0.1,8.149127469020742,1,-2.9293818544490535
1,0.4,0.2,0.0,0.1,8.576958985908941,1,-2.73964028800332
1,0.4,0.2,0.0,0.1,9.027251779484576,1,-2.5517163349701777
1,0.4,0.2,0.0,0.1,9.501185073181436,1,-2.365992755882973
1,0.4,0.2,0.0,0.1,10.0,1,-2.182819160199201
1,0.4,0.2,0.0,0.1,10.525002852777327,1,-2.0025118312087864
1,0.4,0.2,0.0,0.1,11.077568505097092,1,-1.8253539447276368
1,0.4,0.2,0.0,0.1,11.659144011798316,1,-1.6515961333559481
1,0.4,0.2,0.0,0.1,12.271252398511898,1,-1.4814573475219306
1,0.4,0.2,0.0,0.1,12.91549665014884,1,-1.3151259652929514
1,0.4,0.2,0.0,0.1,13.593563908785255,1,-1.1527611047610686
1,0.4,0.2,0.0,0.1,14.307229891937572,1,-0.9944940954718651
1,0.4,0.2,0.0,0.1,15.058363542798407,1,-0.8404300686371435
1,0.4,0.2,0.0,0.1,15.848931924611133,1,-0.6906496295428055
1,0.4,0.2,0.0,0.1,16.68100537200059,1,-0.5452105794686246
1,0.4,0.2,0.0,0.1,17.556762912750013,1,-0.40414965842235917
1,0.4,0.2,0.0,0.1,18.478497974222908,1,-0.2674842839202829
1,0.4,0.2,0.0,0.1,19.448624389373624,1,-0.13521426485674226
1,0.4,0.2,0.0,0.1,20.46968271807521,1,-0.007323473080733667
1,0.4,0.2,0.0,0.1,21.544346900318832,1,0.11621854137469079
1,0.4,0.2,0.0,0.1,22.67543125870802,1,0.23545500243600248
1,0.4,0.2,0.0,0.1,23.865897868585808,1,0.35044043581868856
1,0.4,0.2,0.0,0.1,25.118864315095795,1,0.4612392784581365
1,0.4,0.2,0.0,0.1,26.437611857491,1,0.5679245733623661
1,0.4,0.2,0.0,0.1,27.825594022071243,1,0.6705767519278094
1,0.4,0.2,0.0,0.1,29.286445646252357,1,0.7692825042281415
1,0.4,0.2,0.0,0.1,30.823992397451434,1,0.8641337365619339
1,0.4,0.2,0.0,0.1,32.4422607917163,1,0.9552266144895905
1,0.4,0.2,0.0,0.1,34.14548873833603,1,1.0426606888045642
1,0.4,0.2,0.0,0.1,35.938136638046274,1,1.1265381012433462
1,0.4,0.2,0.0,0.1,37.824899063893845,1,1.20696286627342
1,0.4,0.2,0.0,0.1,39.810717055349734,1,1.2840402249710614
1,0.4,0.2,0.0,0.1,41.90079105786669,1,1.3578760667905643
1,0.4,0.2,0.0,0.1,44.100594541767364,1,1.4285764149035707
1,0.4,0.2,0.0,0.1,46.4158883361278,1,1.496246970775461
1,0.4,0.2,0.0,0.1,48.852735715193894,1,1.5609927136492896
1,0.4,0.2,0.0,0.1,51.41751827683925,1,1.622917550730385
1,0.4,0.2,0.0,0.1,54.116952654646376,1,1.6821240139540672
1,0.4,0.2,0.0,0.1,56.958108107376866,1,1.7387129994199446
1,0.4,0.2,0.0,0.1,59.94842503189409,1,1.79278354570942
1,0.4,0.2,0.0,0.1,63.09573444801933,1,1.8444326475525186
1,0.4,0.2,0.0,0.1,66.40827850634841,1,1.8937551014593934
1,0.4,0.2,0.0,0.1,69.89473207273487,1,1.9408433802094116
1,0.4,0.2,0.0,0.1,73.56422544596414,1,1.9857875332250918
1,0.4,0.2,0.0,0.1,77.4263682681127,1,2.0286751101432854
1,0.4,0.2,0.0,0.1,81.49127469020745,1,2.069591105045343
1,0.4,0.2,0.0,0.1,85.76958985908941,1,2.1086179190346277
1,0.4,0.2,0.0,0.1,90.27251779484574,1,2.1458353390185536
1,0.4,0.2,0.0,0.1,95.01185073181439,1,2.18132053076483
1,0.4,0.2,0.0,0.1,100.0,1,2.2151480444340343
1,0.4,0.8,0.0,0.1,0.010000000000000002,1,-4.781942408923811
1,0.4,0.8,0.0,0.1,0.010525002852777327,1,-4.784108458624903
1,0.4,0.8,0.0,0.1,0.011077568505097092,1,-4.786385098923473
1,0.4,0.8,0.0,0.1,0.011659144011798317,1,-4.788777799437005
1,0.4,0.8,0.0,0.1,0.012271252398511897,1,-4.791292280793891
1,0.4,0.8,0.0,0.1,0.01291549665014884,1,-4.793934523935583
1,0.4,0.8,0.0,0.1,0.013593563908785255,1,-4.7967107794929404
